UID|User|AllocTRES|AveDiskRead|AveDiskWrite|CPUTimeRAW|TotalCPU|ElapsedRaw|State|Partition|
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|320|00:00.002|8|COMPLETED||
||cpu=40,mem=170G,node=1|0|0.00M|120|01:01.009|3|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9440|00:21.599|59|FAILED|compute|
||cpu=40,mem=100G,node=1|154.38M|56.14M|2360|00:21.590|59|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9440|00:00.009|59|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9280|00:23.854|58|FAILED|compute|
||cpu=40,mem=100G,node=1|468.78M|56.14M|2320|00:23.845|58|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9280|00:00.009|58|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||8960|00:22.857|56|FAILED|compute|
||cpu=40,mem=100G,node=1|467.67M|56.14M|2240|00:22.848|56|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|8960|00:00.008|56|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9920|00:22.681|62|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.23M|2480|00:22.672|62|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9920|00:00.008|62|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4640|00:20.310|29|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1160|00:20.301|29|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4640|00:00.009|29|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4640|00:19.759|29|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1160|00:19.750|29|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4640|00:00.009|29|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10560|00:23.206|66|FAILED|compute|
||cpu=40,mem=100G,node=1|2171.20M|56.22M|2640|00:23.197|66|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10560|00:00.009|66|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10400|00:22.453|65|FAILED|compute|
||cpu=40,mem=100G,node=1|2171.29M|56.22M|2600|00:22.444|65|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10400|00:00.009|65|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9440|00:23.059|59|FAILED|compute|
||cpu=40,mem=100G,node=1|259.87M|56.14M|2360|00:23.050|59|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9440|00:00.009|59|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||8160|00:22.942|51|FAILED|compute|
||cpu=40,mem=100G,node=1|426.00M|56.14M|2040|00:22.933|51|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|8160|00:00.008|51|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9120|00:23.068|57|FAILED|compute|
||cpu=40,mem=100G,node=1|375.19M|56.14M|2280|00:23.058|57|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9120|00:00.009|57|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10560|00:22.878|66|FAILED|compute|
||cpu=40,mem=100G,node=1|2171.20M|56.23M|2640|00:22.869|66|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10560|00:00.009|66|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4640|00:20.115|29|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1160|00:20.106|29|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4640|00:00.009|29|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:20.889|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.26M|1240|00:20.880|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.008|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9760|00:23.606|61|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.27M|2440|00:23.596|61|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9760|00:00.009|61|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4640|00:20.325|29|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1160|00:20.316|29|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4640|00:00.009|29|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4480|00:20.004|28|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1120|00:19.995|28|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4480|00:00.009|28|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:20.479|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.23M|1240|00:20.470|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:20.449|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.27M|1240|00:20.440|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9920|00:23.108|62|FAILED|compute|
||cpu=40,mem=100G,node=1|2235.29M|56.22M|2480|00:23.099|62|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9920|00:00.009|62|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:20.759|33|FAILED|compute|
||cpu=40,mem=100G,node=1|2231.27M|56.22M|1320|00:20.750|33|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4480|00:19.862|28|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1120|00:19.853|28|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4480|00:00.008|28|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5120|00:20.016|32|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.23M|1280|00:20.007|32|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5120|00:00.009|32|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||11360|00:22.759|71|FAILED|compute|
||cpu=40,mem=100G,node=1|2170.41M|56.22M|2840|00:22.750|71|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|11360|00:00.009|71|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||8320|00:23.130|52|FAILED|compute|
||cpu=40,mem=100G,node=1|535.87M|56.14M|2080|00:23.121|52|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|8320|00:00.008|52|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:21.096|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:21.087|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.009|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||6400|00:20.194|40|FAILED|compute|
||cpu=40,mem=100G,node=1|1600.10M|56.15M|1600|00:20.185|40|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|6400|00:00.009|40|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||6400|00:20.135|40|FAILED|compute|
||cpu=40,mem=100G,node=1|1600.10M|56.15M|1600|00:20.126|40|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|6400|00:00.009|40|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:20.529|30|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.34M|1200|00:20.520|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.009|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:20.476|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.23M|1240|00:20.466|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:20.055|33|FAILED|compute|
||cpu=40,mem=100G,node=1|2235.29M|56.22M|1320|00:20.046|33|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||7040|00:20.449|44|FAILED|compute|
||cpu=40,mem=100G,node=1|698.99M|56.14M|1760|00:20.440|44|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|7040|00:00.009|44|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:20.797|34|FAILED|compute|
||cpu=40,mem=100G,node=1|2171.45M|56.23M|1360|00:20.789|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5600|00:00.008|35|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:20.524|33|FAILED|compute|
||cpu=40,mem=100G,node=1|2249.89M|56.22M|1320|00:20.515|33|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:20.129|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2257.64M|56.30M|1240|00:20.120|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.008|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||160|00:00.149|1|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:00.140|3|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|320|00:00.009|2|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||160|00:02.154|1|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:02.145|3|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|320|00:00.009|2|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
1106886|willll||||0|00:00:00|0|CANCELLED by 1106886|compute|
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||6560|00:21.331|41|FAILED|compute|
||cpu=40,mem=100G,node=1|1600.10M|56.16M|1640|00:21.321|41|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|6560|00:00.009|41|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9920|00:23.638|62|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.24M|2480|00:23.629|62|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9920|00:00.009|62|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:21.201|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:21.192|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.009|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9280|00:23.640|58|FAILED|compute|
||cpu=40,mem=100G,node=1|249.65M|56.14M|2320|00:23.631|58|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9280|00:00.009|58|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10720|00:24.012|67|FAILED|compute|
||cpu=40,mem=100G,node=1|2223.02M|56.23M|2680|00:24.003|67|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10720|00:00.009|67|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:20.858|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:20.849|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.008|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4480|00:20.618|28|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1120|00:20.609|28|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4640|00:00.009|29|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:21.570|34|FAILED|compute|
||cpu=40,mem=100G,node=1|2229.73M|56.23M|1360|00:21.560|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5120|00:20.681|32|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.26M|1280|00:20.672|32|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5120|00:00.009|32|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:21.308|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.28M|1240|00:21.299|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:21.454|34|FAILED|compute|
||cpu=40,mem=100G,node=1|2229.73M|56.23M|1360|00:21.445|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:20.962|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:20.953|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.009|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:21.350|34|FAILED|compute|
||cpu=40,mem=100G,node=1|2289.55M|56.23M|1360|00:21.340|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:21.123|33|FAILED|compute|
||cpu=40,mem=100G,node=1|2289.55M|56.23M|1320|00:21.114|33|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10880|00:22.399|68|FAILED|compute|
||cpu=40,mem=100G,node=1|2215.79M|56.23M|2720|00:22.390|68|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10880|00:00.009|68|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:20.875|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:20.866|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.009|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:21.198|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.30M|1240|00:21.189|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:20.241|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:20.232|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.008|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10560|00:24.468|66|FAILED|compute|
||cpu=40,mem=100G,node=1|2229.64M|56.23M|2640|00:24.459|66|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10560|00:00.009|66|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:21.633|33|FAILED|compute|
||cpu=40,mem=100G,node=1|2289.55M|56.23M|1320|00:21.624|33|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||6240|00:09.156|39|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|144.55M|56.14M|1600|00:09.147|40|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|6240|00:00.009|39|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||2400|00:08.154|15|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|640|00:08.145|16|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|2400|00:00.009|15|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:22.985|34|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.24M|1360|00:22.976|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||7040|00:23.207|44|FAILED|compute|
||cpu=40,mem=100G,node=1|934.24M|56.14M|1760|00:23.198|44|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|7040|00:00.009|44|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:22.790|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.65M|56.38M|1240|00:22.780|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||10240|00:25.966|64|FAILED|compute|
||cpu=40,mem=100G,node=1|2318.77M|56.24M|2560|00:25.957|64|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|10240|00:00.009|64|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:22.871|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.65M|56.38M|1240|00:22.862|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.008|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5120|00:23.373|32|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.65M|56.38M|1280|00:23.364|32|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5120|00:00.008|32|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:23.740|34|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.24M|1360|00:23.731|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5120|00:23.012|32|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.36M|1280|00:23.003|32|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5120|00:00.008|32|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||7520|00:13.161|47|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|255.11M|56.14M|1920|00:13.152|48|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|7520|00:00.009|47|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4160|00:17.154|26|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1080|00:17.146|27|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4160|00:00.008|26|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
786425|galinp|billing=74,cpu=40,mem=170G,node=1|||18920|05:05:02|473|FAILED|compute|
||cpu=40,mem=170G,node=1|12254.99M|12532.13M|18920|05:05:02|473|FAILED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|18920|00:00.002|473|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4800|00:22.858|30|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1200|00:22.849|30|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4800|00:00.009|30|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:23.679|33|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.33M|1320|00:23.670|33|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:23.155|31|FAILED|compute|
||cpu=40,mem=100G,node=1|2321.65M|56.47M|1240|00:23.146|31|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.008|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||3520|00:11.156|22|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|920|00:11.147|23|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|3520|00:00.008|22|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:21.679|31|COMPLETED|compute|
||cpu=40,mem=100G,node=1|2321.65M|56.44M|1240|00:21.669|31|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||9280|00:25.368|58|COMPLETED|compute|
||cpu=40,mem=100G,node=1|320.06M|56.14M|2320|00:25.359|58|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|9280|00:00.009|58|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||8800|00:23.980|55|COMPLETED|compute|
||cpu=40,mem=100G,node=1|353.06M|56.14M|2200|00:23.971|55|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|8800|00:00.009|55|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5120|00:22.612|32|COMPLETED|compute|
||cpu=40,mem=100G,node=1|2321.47M|56.29M|1280|00:22.602|32|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5120|00:00.009|32|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4960|00:22.188|31|COMPLETED|compute|
||cpu=40,mem=100G,node=1|2321.65M|56.41M|1240|00:22.179|31|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4960|00:00.009|31|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4480|00:17.155|28|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1160|00:17.146|29|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4480|00:00.009|28|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||2880|00:07.156|18|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|760|00:07.147|19|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|2880|00:00.008|18|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5760|00:22.910|36|COMPLETED|compute|
||cpu=40,mem=100G,node=1|2229.73M|56.23M|1440|00:22.901|36|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5760|00:00.009|36|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||7040|00:22.514|44|COMPLETED|compute|
||cpu=40,mem=100G,node=1|881.76M|56.14M|1760|00:22.505|44|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|7040|00:00.009|44|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||7360|00:24.343|46|COMPLETED|compute|
||cpu=40,mem=100G,node=1|1600.10M|56.21M|1840|00:24.334|46|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|7360|00:00.009|46|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:22.059|34|COMPLETED|compute|
||cpu=40,mem=100G,node=1|2310.29M|56.23M|1360|00:22.050|34|COMPLETED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5280|00:17.155|33|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|2212.65M|56.23M|1360|00:17.146|34|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5280|00:00.009|33|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||3840|00:13.158|24|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1000|00:13.150|25|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|3840|00:00.008|24|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4320|00:11.794|27|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1080|00:11.785|27|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4320|00:00.009|27|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5120|00:11.615|32|FAILED|compute|
||cpu=40,mem=100G,node=1|927.40M|56.14M|1280|00:11.606|32|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5120|00:00.009|32|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||5440|00:11.799|34|FAILED|compute|
||cpu=40,mem=100G,node=1|519.71M|56.14M|1360|00:11.790|34|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|5440|00:00.009|34|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||3360|00:11.471|21|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|840|00:11.462|21|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|3360|00:00.009|21|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||3680|00:11.405|23|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|920|00:11.395|23|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|3680|00:00.009|23|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||4480|00:12.112|28|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|1120|00:12.103|28|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|4480|00:00.009|28|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||3680|00:12.497|23|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|920|00:12.488|23|FAILED||
